Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageTestEpCost	StdTestEpCost	MaxTestEpCost	MinTestEpCost	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossPi	LossQ	mmd_entropy	alpha	Time
3	0.4	0.48989797	1.0	0.0	17.4	13.47986	47.0	0.0	0.4	0.489898	1.0	0.0	19.3	20.189354	75.0	0.0	783.2	837.8	11999	0.2703502	0.2702775	-0.277953	0.23256662	1.0063792	0.10000002	87.58196377754211
4	1.0	1.7320508	4.0	0.0	21.0	23.780245	61.0	0.0	1.5	1.4317821	4.0	0.0	44.1	36.206215	129.0	0.0	866.0	900.5	15999	1.2696295	1.2695332	-1.2360749	0.25862458	1.1287079	0.10000002	190.3152837753296
5	1.4	1.2	3.0	0.0	18.2	11.513471	35.0	0.0	1.0	1.183216	3.0	0.0	35.5	37.154408	140.0	0.0	879.4	870.1	19999	2.2665377	2.2665238	-2.2082043	0.28384322	1.3941357	0.10000002	292.7870810031891
6	0.6	0.8	2.0	0.0	19.6	22.455288	57.0	0.0	0.0	0.0	0.0	0.0	128.8	194.50851	648.0	0.0	876.2	1000.0	23999	3.8251078	3.825173	-3.7628832	0.3305448	2.2545497	0.10000002	395.68984365463257
7	0.25	0.4330127	1.0	0.0	52.5	69.13935	171.0	0.0	0.3	0.45825756	1.0	0.0	66.5	112.985176	356.0	0.0	1000.0	1000.0	27999	7.059052	7.0591846	-7.0599504	0.43399185	2.9631832	0.10000002	500.72179102897644
8	1.0	1.0	2.0	0.0	109.0	63.83964	194.0	14.0	0.2	0.59999996	2.0	0.0	76.1	198.86603	671.0	0.0	1000.0	1000.0	31999	12.064345	12.064078	-12.09223	0.62066066	3.5580907	0.10000002	605.8266704082489
9	2.0	1.8708287	5.0	0.0	73.25	41.324177	139.0	38.0	1.7	1.2688577	5.0	0.0	55.6	52.36831	171.0	9.0	1000.0	1000.0	35999	16.246641	16.246447	-16.216112	0.7010779	3.3737457	0.10000002	710.4323716163635
10	1.5	0.5	2.0	1.0	37.0	9.8234415	53.0	28.0	1.8	1.4	4.0	0.0	62.0	42.94648	143.0	9.0	1000.0	1000.0	39999	17.589832	17.589548	-17.485497	0.7201437	3.0416203	0.10000002	816.2118310928345
11	2.75	2.6809514	7.0	0.0	27.5	23.425413	62.0	4.0	1.2	1.3266499	4.0	0.0	48.5	43.87767	149.0	9.0	1000.0	1000.0	43999	17.333172	17.333082	-17.184328	0.6293226	3.0426333	0.10000002	921.8948721885681
12	2.5	2.0615528	5.0	0.0	30.0	22.349497	60.0	7.0	1.3	1.7916472	6.0	0.0	77.2	51.607754	147.0	0.0	1000.0	1000.0	47999	16.563046	16.562973	-16.3994	0.59070486	2.8847222	0.10000002	1028.0441346168518
13	3.0	1.5811388	5.0	1.0	81.25	33.737034	117.0	26.0	1.4	1.56205	5.0	0.0	71.2	103.4812	364.0	0.0	1000.0	1000.0	51999	15.725553	15.725337	-15.558693	0.58062696	2.7774284	0.10000002	1134.5851311683655
14	2.25	2.2776084	6.0	0.0	202.5	51.46115	260.0	137.0	1.0	1.0	3.0	0.0	66.5	55.096733	156.0	0.0	1000.0	1000.0	55999	14.904955	14.904857	-14.742765	0.58008397	2.7496934	0.10000002	1241.7611141204834
15	4.0	2.5495098	7.0	1.0	32.25	30.061396	79.0	3.0	0.5	0.92195445	3.0	0.0	131.2	172.81192	574.0	0.0	1000.0	1000.0	59999	14.4161215	14.416091	-14.254054	0.6032395	2.846145	0.10000002	1348.6492018699646
16	3.5	2.0615528	6.0	1.0	29.5	10.547511	44.0	15.0	1.0	0.8944272	3.0	0.0	44.9	66.939445	168.0	0.0	1000.0	1000.0	63999	14.496682	14.496609	-14.339166	0.6248911	2.961382	0.10000002	1455.5585851669312
17	1.25	0.8291562	2.0	0.0	157.75	106.57714	271.0	42.0	1.3	1.4866068	4.0	0.0	69.1	61.363583	220.0	0.0	1000.0	1000.0	67999	14.537716	14.53754	-14.3700485	0.62289107	2.9366932	0.10000002	1562.6504681110382
18	4.75	1.7853571	7.0	2.0	39.0	18.384777	63.0	13.0	1.9	2.118962	7.0	0.0	212.3	180.79993	478.0	11.0	1000.0	1000.0	71999	14.302201	14.302156	-14.126027	0.62478864	2.8631952	0.10000002	1669.9277844429016
19	3.25	1.7853571	5.0	1.0	54.5	36.840874	110.0	16.0	2.7	1.9519222	7.0	0.0	83.4	54.931232	220.0	1.0	945.75	1000.0	75999	13.728195	13.72815	-13.547377	0.6201553	2.663756	0.10000002	1776.565524339676
20	5.5	2.0615528	7.0	2.0	53.25	46.78341	134.0	21.0	2.6	2.1071308	8.0	0.0	132.2	108.11364	420.0	25.0	1000.0	1000.0	79999	12.932833	12.932762	-12.748934	0.6218584	2.4954224	0.10000002	1883.1565783023834
21	7.75	5.9319053	14.0	0.0	81.75	109.53852	270.0	5.0	2.4	2.2891047	7.0	0.0	110.9	169.32304	587.0	0.0	1000.0	1000.0	83999	12.188808	12.188835	-12.005434	0.64266616	2.4287627	0.10000002	1990.0782797336578
22	3.25	3.112475	8.0	0.0	113.5	91.30307	259.0	30.0	2.8	1.7776389	5.0	0.0	96.3	63.60511	228.0	5.0	1000.0	967.1	87999	11.569206	11.56914	-11.384519	0.64266455	2.4094262	0.10000002	2095.8380963802338
23	3.75	3.269174	7.0	0.0	75.5	42.594013	139.0	22.0	3.5	2.1095023	7.0	0.0	72.0	47.69277	138.0	11.0	1000.0	979.4	91999	11.010274	11.010384	-10.821734	0.6830029	2.4646392	0.10000002	2202.0558705329895
24	7.5	1.5	9.0	5.0	60.75	8.437268	71.0	49.0	2.7	2.1931713	7.0	0.0	116.8	99.15624	271.0	0.0	1000.0	1000.0	95999	10.689966	10.689989	-10.498119	0.73128283	2.512784	0.10000002	2308.837993144989
25	7.5	1.6583124	10.0	6.0	60.75	41.781425	130.0	22.0	4.1	3.8327537	12.0	0.0	130.3	124.45486	455.0	22.0	1000.0	1000.0	99999	10.468093	10.468222	-10.274184	0.7439584	2.4875014	0.10000002	2415.170907497406
26	3.75	3.8971143	10.0	0.0	104.25	43.614075	176.0	65.0	1.1	1.5132746	5.0	0.0	71.1	95.88686	276.0	0.0	1000.0	1000.0	103999	10.144074	10.144163	-9.94617	0.7431466	2.459136	0.10000002	2521.6123645305634
27	2.5	1.8027756	5.0	0.0	108.0	74.68266	181.0	0.0	4.5	2.974895	10.0	0.0	93.9	65.46824	213.0	19.0	1000.0	1000.0	107999	9.913212	9.913218	-9.713474	0.7549597	2.5479395	0.10000002	2628.1497535705566
28	2.75	3.6314597	9.0	0.0	45.25	24.427187	86.0	21.0	1.9	1.2206556	4.0	0.0	174.5	125.108154	368.0	0.0	1000.0	1000.0	111999	9.783244	9.783224	-9.580281	0.7907467	2.5760531	0.10000002	2735.0688223838806
29	3.5	3.5707142	8.0	0.0	50.25	33.973335	107.0	24.0	2.3	1.951922	5.0	0.0	80.9	74.23941	241.0	0.0	1000.0	1000.0	115999	9.7217	9.721815	-9.514396	0.8232732	2.6471338	0.10000002	2841.967877626419
30	6.25	5.8470078	15.0	0.0	106.5	78.22563	235.0	30.0	3.0	2.5690465	8.0	0.0	59.6	57.666634	174.0	1.0	1000.0	1000.0	119999	9.815089	9.815191	-9.6051855	0.8581316	2.7316928	0.10000002	2948.2716405391693
31	3.0	1.8708287	6.0	1.0	66.0	38.826538	98.0	0.0	3.0	2.0	7.0	0.0	64.6	65.33482	244.0	8.0	1000.0	1000.0	123999	9.829447	9.82954	-9.6138115	0.89872056	2.6767545	0.10000002	3053.277071237564
32	4.75	3.7666297	11.0	1.0	43.5	38.2263	107.0	13.0	4.0	2.828427	9.0	0.0	75.5	48.102497	154.0	0.0	1000.0	1000.0	127999	9.755256	9.755406	-9.537996	0.9162832	2.7391365	0.10000002	3158.605016708374
33	4.25	1.47902	6.0	2.0	121.25	18.592672	139.0	90.0	1.4	1.6852299	5.0	0.0	98.4	96.62319	323.0	0.0	1000.0	1000.0	131999	9.689999	9.690114	-9.470617	0.9429799	2.6999578	0.10000002	3264.5874767303467
34	7.75	3.344772	12.0	4.0	66.5	40.727757	107.0	1.0	3.1	0.9433981	5.0	2.0	76.5	73.359726	271.0	0.0	1000.0	1000.0	135999	9.539942	9.539938	-9.3156395	0.9258927	2.6495376	0.10000002	3370.261559486389
35	4.5	4.1533117	11.0	0.0	69.5	41.051796	137.0	26.0	4.1	2.4677925	9.0	0.0	94.5	82.38355	313.0	32.0	1000.0	1000.0	139999	9.330975	9.330975	-9.101615	0.91218704	2.5833678	0.10000002	3477.0291538238525
36	6.0	6.041523	13.0	0.0	64.5	35.8922	109.0	9.0	2.2	2.4	8.0	0.0	163.3	118.64068	348.0	0.0	1000.0	1000.0	143999	8.971313	8.971484	-8.738142	0.89999425	2.546772	0.10000002	3583.549413919449
37	1.25	1.6393596	4.0	0.0	201.0	97.977036	332.0	59.0	4.5	5.0049973	16.0	0.0	107.0	123.58074	407.0	0.0	1000.0	1000.0	147999	8.582098	8.582335	-8.34965	0.90780085	2.527883	0.10000002	3689.7667276859283
38	8.5	6.1032777	16.0	2.0	52.5	42.2167	97.0	5.0	2.3	1.5524175	6.0	1.0	84.0	64.64364	242.0	12.0	1000.0	1000.0	151999	8.205239	8.205351	-7.969862	0.89882076	2.496531	0.10000002	3795.8540687561035
39	1.75	1.0897248	3.0	0.0	172.25	92.22357	292.0	40.0	1.9	2.0223749	6.0	0.0	89.5	67.95035	193.0	5.0	1000.0	1000.0	155999	7.916889	7.9169645	-7.678403	0.9094043	2.523371	0.10000002	3901.6903822422028
40	4.75	3.344772	9.0	1.0	112.0	40.218155	168.0	55.0	1.6	1.56205	5.0	0.0	126.8	94.134796	281.0	9.0	1000.0	1000.0	159999	7.7257433	7.725727	-7.4870057	0.93592423	2.57742	0.10000002	4007.5832369327545
41	7.5	1.6583124	9.0	5.0	75.75	29.777298	104.0	29.0	1.4	1.1135529	3.0	0.0	182.0	142.73682	467.0	51.0	1000.0	1000.0	163999	7.566578	7.5667577	-7.323516	0.9561818	2.5369058	0.10000002	4113.006034851074
42	5.0	5.9581876	15.0	0.0	139.0	133.70303	366.0	21.0	1.4	1.4282856	5.0	0.0	105.5	91.92524	291.0	2.0	1000.0	991.9	167999	7.3950186	7.395	-7.1534853	0.9706404	2.4928668	0.10000002	4218.826599121094
43	3.25	2.58602	7.0	0.0	103.75	109.95084	292.0	25.0	2.6	3.261901	11.0	0.0	76.1	85.002884	274.0	0.0	1000.0	1000.0	171999	7.178099	7.1781073	-6.933938	0.97936034	2.506342	0.10000002	4324.943321228027
44	6.75	5.7608595	16.0	1.0	145.75	133.97832	372.0	33.0	3.0	2.792848	9.0	0.0	61.1	76.60346	180.0	0.0	1000.0	1000.0	175999	7.0225782	7.022549	-6.7766685	0.99911815	2.5420718	0.10000002	4431.003811836243
45	6.25	3.6996622	11.0	1.0	56.75	40.720848	119.0	5.0	4.2	3.2802439	10.0	0.0	105.0	95.16091	319.0	1.0	1000.0	1000.0	179999	6.930717	6.930779	-6.6844463	1.0192682	2.5386503	0.10000002	4536.601707696915
46	6.75	3.7666297	13.0	3.0	130.5	156.2442	400.0	24.0	2.7	2.4515302	8.0	0.0	82.0	74.81844	220.0	0.0	1000.0	1000.0	183999	6.8305306	6.8304186	-6.5838127	1.033824	2.4655356	0.10000002	4643.006800413132
47	4.0	3.1622777	8.0	0.0	86.0	52.592773	162.0	36.0	3.5	3.6124785	12.0	0.0	157.7	175.91933	577.0	7.0	1000.0	1000.0	187999	6.6306806	6.63074	-6.384845	1.0237573	2.4589746	0.10000002	4749.3017773628235
